name;grep-runtime;grep-result;re-runtime;re-result;pcre2-runtime;pcre2-result;rsaregex-runtime;rsaregex-result;rsaregex-matchtime;oldrsa-runtime;oldrsa-result;oldrsa-matchtime;js-runtime;js-result;java-runtime;java-result;net-runtime;net-result;rsacpp-runtime;rsacpp-result;rsacpp-matchtime
59;0.0;True;0.01;False;0.01;False;0.49;False;0.44321336299999997;0.6;False;0.515653826;0.07;False;0.06;False;0.05;False;ERR;ERR;ERR
60;0.02;True;0.0;True;ERR;ERR;0.18;True;0.14612745700000002;0.36;True;0.254262158;0.07;True;0.12;False;0.03;True;ERR;ERR;ERR
61;0.01;True;0.01;False;0.01;False;0.18;False;0.138601261;0.21;False;0.15564989099999998;0.05;False;0.06;False;0.04;False;0.01;False;0.001747390255331993
62;0.01;True;0.01;True;ERR;ERR;0.16;True;0.06568851799999999;1.53;True;0.31072324500000004;0.06;True;0.04;False;0.03;True;ERR;ERR;ERR
63;0.01;True;0.0;True;ERR;ERR;0.07;True;0.030855322999999997;0.1;True;0.045537211;0.07;True;0.05;False;0.02;True;0.02;False;0.012206535786390305
64;0.02;True;0.01;True;ERR;ERR;0.16;False;0.135673386;0.18;False;0.145518353;0.06;True;0.12;False;0.04;True;ERR;ERR;ERR
65;0.01;True;0.0;True;ERR;ERR;0.13;True;0.04275902100000001;1.24;True;0.21153201899999996;0.06;True;0.05;False;0.04;True;ERR;ERR;ERR
66;0.01;True;0.0;True;ERR;ERR;0.1;True;0.04248518;0.76;True;0.27826933200000004;0.06;True;0.03;False;0.04;True;ERR;ERR;ERR
67;0.0;True;0.01;False;0.01;False;0.04;False;5.142699999999972e-05;0.09;False;8.19130000000029e-05;0.07;False;0.03;False;0.03;False;ERR;ERR;ERR
68;0.01;True;0.0;False;0.01;False;0.24;False;0.00027063699999999025;1.05;False;0.00032573899999999156;0.06;False;0.02;False;0.03;False;ERR;ERR;ERR
69;0.0;True;0.01;False;0.01;False;0.23;False;0.00025339999999998697;0.91;False;0.00029557400000002065;0.04;False;0.03;False;0.03;False;ERR;ERR;ERR
70;0.01;True;0.0;True;ERR;ERR;0.12;True;0.04855150600000001;0.84;True;0.19618457300000003;0.06;True;0.05;False;0.04;True;0.04;True;0.03624078445136547
71;0.01;True;0.0;True;ERR;ERR;0.14;True;0.047089431;1.43;True;0.254552392;0.05;True;0.03;False;0.03;True;ERR;ERR;ERR
72;ERR;ERR;0.01;False;0.01;False;0.03;False;1.9859000000004012e-05;0.03;False;2.0670999999999884e-05;0.05;False;0.04;False;0.02;False;0.01;False;0.0019817613065242767
73;0.01;True;0.01;True;ERR;ERR;0.12;True;0.041821734;1.01;True;0.20291674800000004;0.08;True;0.04;False;0.03;True;0.05;True;0.0426188912242651
74;0.02;True;0.01;True;ERR;ERR;0.04;False;0.019390815;0.05;False;0.020690256999999997;0.06;True;0.03;False;0.03;True;ERR;ERR;ERR
75;0.01;True;0.0;True;ERR;ERR;0.15;True;0.04260381799999999;1.33;True;0.12071759700000007;0.07;True;0.03;False;0.02;True;0.01;False;0.0020499136298894882
76;0.01;True;0.01;True;ERR;ERR;0.17;True;0.059383084;1.26;True;0.08505101100000001;0.08;True;0.05;False;0.04;True;ERR;ERR;ERR
77;0.01;True;0.0;True;ERR;ERR;0.05;True;0.031367934;0.07;True;0.031558549;0.06;True;0.04;False;0.04;True;ERR;ERR;ERR
78;0.01;True;0.01;True;ERR;ERR;0.05;False;0.022003666999999998;0.05;False;0.038557523999999996;0.05;True;0.04;False;0.03;True;ERR;ERR;ERR
