name;grep-runtime;grep-result;re-runtime;re-result;pcre2-runtime;pcre2-result;rsaregex-runtime;rsaregex-result;rsaregex-matchtime;oldrsa-runtime;oldrsa-result;oldrsa-matchtime;js-runtime;js-result;java-runtime;java-result;net-runtime;net-result;rsacpp-runtime;rsacpp-result;rsacpp-matchtime
381;0.01;False;0.01;False;0.0;False;ERR;ERR;ERR;TO;TO;TO;0.06;False;0.03;False;0.04;False;ERR;ERR;ERR
382;0.0;False;0.01;True;0.01;True;0.17;True;0.132942184;0.23;True;0.14512471300000002;0.07;True;0.06;True;0.03;True;ERR;ERR;ERR
383;0.01;False;0.01;True;0.0;True;0.5;True;0.14526791699999997;5.09;True;0.18518599400000024;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
384;0.13;True;0.0;True;0.01;True;0.12;True;0.087039837;0.39;True;0.19614034800000002;0.06;True;0.25;False;0.04;True;ERR;ERR;ERR
385;0.01;True;0.01;False;0.01;False;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
386;0.01;False;0.01;False;0.01;False;0.28;False;0.23403373400000002;0.42;False;0.26373073;0.07;False;ERR;ERR;0.04;False;ERR;ERR;ERR
387;ERR;ERR;0.01;False;0.01;False;0.04;False;6.10919999999987e-05;0.05;False;8.150199999999719e-05;0.06;False;0.03;False;0.04;False;ERR;ERR;ERR
388;0.01;False;0.0;True;0.01;True;0.57;True;0.176910232;5.61;True;0.24713484900000005;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
389;0.01;False;0.0;True;0.01;True;0.11;True;0.077489481;0.18;True;0.105182029;0.07;True;ERR;ERR;0.03;True;ERR;ERR;ERR
390;0.01;True;0.0;True;0.01;True;0.1;True;0.0005906260000000108;0.57;True;0.0007237069999999624;0.07;True;0.1;False;0.05;True;ERR;ERR;ERR
391;0.01;False;0.92;False;1.41;False;0.37;False;0.22508561400000002;1.6;False;0.28016774199999994;0.12;False;0.72;False;3.16;False;ERR;ERR;ERR
392;0.01;False;0.01;True;0.01;True;0.31;True;0.198367428;1.12;True;0.2763416289999999;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
